試合日時,Season,Kind,Week,Day,GameNumber,主審,後攻チーム,先攻チーム,プレイの番号,回,表.裏,先攻得点,後攻得点,S,B,アウト,打席の継続,イニング継続,試合継続,一走打順,一走氏名,二走打順,二走氏名,三走打順,三走氏名,打順,打者氏名,打席左右,作戦,作戦2,作戦結果,投手氏名,投手左右,球数,捕手,一走状況,二走状況,三走状況,打者状況,プレイの種類,構え,コースX,コースY,球種,打撃結果,打撃結果2,捕球選手,打球タイプ,打球強度,打球位置X,打球位置Y,牽制の種類,牽制詳細,エラーの種類,タイムの種類,球速,プレス,偽走,打者位置,打席Id,打席結果,Result_col,打者登録名,打者番号,一走登録名,一走番号,二走登録名,二走番号,三走登録名,三走番号,投手番号,入力項目,先攻打順,後攻打順,経過時間,H_top,H_bottom,K_top,K_bottom,B_top,B_bottom,top_1_player,top_1_position,top_1_position_2,bottom_1_player,bottom_1_position,bottom_1_position_2,top_2_player,top_2_position,top_2_position_2,bottom_2_player,bottom_2_position,bottom_2_position_2,top_3_player,top_3_position,top_3_position_2,bottom_3_player,bottom_3_position,bottom_3_position_2,top_4_player,top_4_position,top_4_position_2,bottom_4_player,bottom_4_position,bottom_4_position_2,top_5_player,top_5_position,top_5_position_2,bottom_5_player,bottom_5_position,bottom_5_position_2,top_6_player,top_6_position,top_6_position_2,bottom_6_player,bottom_6_position,bottom_6_position_2,top_7_player,top_7_position,top_7_position_2,bottom_7_player,bottom_7_position,bottom_7_position_2,top_8_player,top_8_position,top_8_position_2,bottom_8_player,bottom_8_position,bottom_8_position_2,top_9_player,top_9_position,top_9_position_2,bottom_9_player,bottom_9_position,bottom_9_position_2,top_P_player,bottom_P_player,Score_Top_1,Score_Bottom_1,PA_1,Ave_1,Max_1,Usage_1,Strike_1,Score_Top_2,Score_Bottom_2,PA_2,Ave_2,Max_2,Usage_2,Strike_2,Score_Top_3,Score_Bottom_3,PA_3,Ave_3,Max_3,Usage_3,Strike_3,Score_Top_4,Score_Bottom_4,PA_4,Ave_4,Max_4,Usage_4,Strike_4,Score_Top_5,Score_Bottom_5,PA_5,Ave_5,Max_5,Usage_5,Strike_5,Score_Top_6,Score_Bottom_6,PA_6,Ave_6,Max_6,Usage_6,Strike_6,Score_Top_7,Score_Bottom_7,PA_7,Ave_7,Max_7,Usage_7,Strike_7,Score_Top_8,Score_Bottom_8,PA_8,Ave_8,Max_8,Usage_8,Strike_8,Score_Top_9,Score_Bottom_9,PA_9,Ave_9,Max_9,Usage_9,Strike_9,Score_Top_10,Score_Bottom_10,PA_10,Ave_10,Max_10,Usage_10,Strike_10,Score_Top_11,Score_Bottom_11,PA_11,Ave_11,Max_11,Usage_11,Strike_11,Score_Top_12,Score_Bottom_12,PA_12,Ave_12,Max_12,Usage_12,Strike_12,PA_All,Ave_All,Max_All,Usage_All,Strike_All
2025/6/22,春季,オープン戦,,,,,岩瀬日大,筑波大学,92,2,裏,1,2,0,0,2,打席完了,イニング継続,試合継続,3,飯島彗多,2,粟野瀧汰,1,草間大斗,5,土田陸翔,左,0,0,0,森本大介,左,4,0,二進,三進,本進,出塁,投球,17,89.262,179.568,スライダー,単打,0,9,ライナー,B,182.7,114.3654545,0,0,0,0,118,0,0,8,0,9安打,red,土田, ,飯島, ,粟野, ,草間, ,44,0,9,5,0:00,2,3,0,3,1,4,"['川瀬', '太揮', '60.0', 'L']",CF,8,"['草間', '大斗', ' ', ' ']",2B,4,"['松本', '龍之辰', '42.0', 'R']",SS,6,"['粟野', '瀧汰', ' ', ' ']",LF,7,"['森', '球道', '34.0', 'L']",LF,7,"['飯島', '彗多', ' ', ' ']",SS,6,"['山本', '和希', '91.0', 'R']",3B,5,"['佐谷', '慎之助', ' ', ' ']",C,2,"['加藤', '晴丈', '111.0', 'R']",RF,9,"['土田', '陸翔', ' ', ' ']",CF,8,"['清水', '大賀', '28.0', 'L']",DH,D,"['堤', '勇磨', ' ', ' ']",RF,9,"['石橋', '聡汰', '128.0', 'L']",1B,3,"['植木', '大斗', ' ', ' ']",DH,D,"['佐藤', '大輝', '33.0', 'R']",2B,4,"['袖山', '穣', ' ', ' ']",1B,3,"['星', '勇輝', '39.0', 'R']",2B,4,"['鈴木', '悠馬', ' ', ' ']",3B,5,"['森本', '大介', '44.0', 'L']","['齋藤', '理聖', ' ', ' ']",0,0,0,0,0,0,0,1,2,3,132,132,67,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,132,132,67,100
2025/6/22,春季,オープン戦,,,,,岩瀬日大,筑波大学,93,2,裏,1,3,0,0,2,打席継続,イニング継続,試合継続,5,土田陸翔,3,飯島彗多,2,粟野瀧汰,6,堤勇磨,左,0,0,0,森本大介,左,5,0,継続,投手牽制死,継続,継続,牽制,0,0,0,0,0,0,0,0,0,0,0,2塁牽制,アウト,0,0,0,0,0,8,0,0,0,堤, ,土田, ,飯島, ,粟野, ,44,牽制,9,6,0:00,2,4,0,3,1,4,"['川瀬', '太揮', '60.0', 'L']",CF,8,"['草間', '大斗', ' ', ' ']",2B,4,"['松本', '龍之辰', '42.0', 'R']",SS,6,"['粟野', '瀧汰', ' ', ' ']",LF,7,"['森', '球道', '34.0', 'L']",LF,7,"['飯島', '彗多', ' ', ' ']",SS,6,"['山本', '和希', '91.0', 'R']",3B,5,"['佐谷', '慎之助', ' ', ' ']",C,2,"['加藤', '晴丈', '111.0', 'R']",RF,9,"['土田', '陸翔', ' ', ' ']",CF,8,"['清水', '大賀', '28.0', 'L']",DH,D,"['堤', '勇磨', ' ', ' ']",RF,9,"['石橋', '聡汰', '128.0', 'L']",1B,3,"['植木', '大斗', ' ', ' ']",DH,D,"['佐藤', '大輝', '33.0', 'R']",2B,4,"['袖山', '穣', ' ', ' ']",1B,3,"['星', '勇輝', '39.0', 'R']",2B,4,"['鈴木', '悠馬', ' ', ' ']",3B,5,"['森本', '大介', '44.0', 'L']","['齋藤', '理聖', ' ', ' ']",0,0,0,0,0,0,0,1,3,4,132,132,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,132,132,50,100
2025/6/22,春季,オープン戦,,,,,岩瀬日大,筑波大学,94,3,表,1,3,0,0,0,打席継続,イニング継続,試合継続,0,0,0,0,0,0,9,星勇輝,右,0,0,0,齋藤理聖,左,32,佐谷慎之助,0,0,0,継続,投球,19,227.592,207.234,ストレート,ボール,0,0,0,0,0,0,0,0,0,0,122,0,0,4,0,0,black,星,39,0,0,0,0,0,0, ,0,9,6,0:00,2,4,0,3,1,4,"['川瀬', '太揮', '60.0', 'L']",CF,8,"['草間', '大斗', ' ', ' ']",2B,4,"['松本', '龍之辰', '42.0', 'R']",SS,6,"['粟野', '瀧汰', ' ', ' ']",LF,7,"['森', '球道', '34.0', 'L']",LF,7,"['飯島', '彗多', ' ', ' ']",SS,6,"['山本', '和希', '91.0', 'R']",3B,5,"['佐谷', '慎之助', ' ', ' ']",C,2,"['加藤', '晴丈', '111.0', 'R']",RF,9,"['土田', '陸翔', ' ', ' ']",CF,8,"['清水', '大賀', '28.0', 'L']",DH,D,"['堤', '勇磨', ' ', ' ']",RF,9,"['石橋', '聡汰', '128.0', 'L']",1B,3,"['植木', '大斗', ' ', ' ']",DH,D,"['佐藤', '大輝', '33.0', 'R']",2B,4,"['袖山', '穣', ' ', ' ']",1B,3,"['星', '勇輝', '39.0', 'R']",2B,4,"['鈴木', '悠馬', ' ', ' ']",3B,5,"['森本', '大介', '44.0', 'L']","['齋藤', '理聖', ' ', ' ']",0,0,9,127,128,78,67,1,3,22,126,129,36,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,127,129,48,58
2025/6/22,春季,オープン戦,,,,,岩瀬日大,筑波大学,95,3,表,1,3,0,1,0,打席継続,イニング継続,試合継続,0,0,0,0,0,0,9,星勇輝,右,0,0,0,齋藤理聖,左,33,佐谷慎之助,0,0,0,継続,投球,19,115.884,28.188,カーブ,ボール,0,0,0,0,0,0,0,0,0,0,103,0,0,4,0,0,black,星,39,0,0,0,0,0,0, ,0,9,6,0:00,2,4,0,3,1,4,"['川瀬', '太揮', '60.0', 'L']",CF,8,"['草間', '大斗', ' ', ' ']",2B,4,"['松本', '龍之辰', '42.0', 'R']",SS,6,"['粟野', '瀧汰', ' ', ' ']",LF,7,"['森', '球道', '34.0', 'L']",LF,7,"['飯島', '彗多', ' ', ' ']",SS,6,"['山本', '和希', '91.0', 'R']",3B,5,"['佐谷', '慎之助', ' ', ' ']",C,2,"['加藤', '晴丈', '111.0', 'R']",RF,9,"['土田', '陸翔', ' ', ' ']",CF,8,"['清水', '大賀', '28.0', 'L']",DH,D,"['堤', '勇磨', ' ', ' ']",RF,9,"['石橋', '聡汰', '128.0', 'L']",1B,3,"['植木', '大斗', ' ', ' ']",DH,D,"['佐藤', '大輝', '33.0', 'R']",2B,4,"['袖山', '穣', ' ', ' ']",1B,3,"['星', '勇輝', '39.0', 'R']",2B,4,"['鈴木', '悠馬', ' ', ' ']",3B,5,"['森本', '大介', '44.0', 'L']","['齋藤', '理聖', ' ', ' ']",0,0,9,127,128,78,67,1,3,22,126,129,36,55,0,0,1,122,122,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,126,129,50,56
2025/6/22,春季,オープン戦,,,,,岩瀬日大,筑波大学,96,3,表,1,3,0,2,0,打席完了,イニング継続,試合継続,0,0,0,0,0,0,9,星勇輝,右,0,0,0,齋藤理聖,左,34,佐谷慎之助,0,0,0,アウト,投球,19,147.204,136.764,ストレート,凡打死,0,7,フライ,C,93.01090909,97.28181818,0,0,0,0,124,0,0,4,0,7フライ,black,星,39,0,0,0,0,0,0, ,0,9,6,0:00,2,4,0,3,1,4,"['川瀬', '太揮', '60.0', 'L']",CF,8,"['草間', '大斗', ' ', ' ']",2B,4,"['松本', '龍之辰', '42.0', 'R']",SS,6,"['粟野', '瀧汰', ' ', ' ']",LF,7,"['森', '球道', '34.0', 'L']",LF,7,"['飯島', '彗多', ' ', ' ']",SS,6,"['山本', '和希', '91.0', 'R']",3B,5,"['佐谷', '慎之助', ' ', ' ']",C,2,"['加藤', '晴丈', '111.0', 'R']",RF,9,"['土田', '陸翔', ' ', ' ']",CF,8,"['清水', '大賀', '28.0', 'L']",DH,D,"['堤', '勇磨', ' ', ' ']",RF,9,"['石橋', '聡汰', '128.0', 'L']",1B,3,"['植木', '大斗', ' ', ' ']",DH,D,"['佐藤', '大輝', '33.0', 'R']",2B,4,"['袖山', '穣', ' ', ' ']",1B,3,"['星', '勇輝', '39.0', 'R']",2B,4,"['鈴木', '悠馬', ' ', ' ']",3B,5,"['森本', '大介', '44.0', 'L']","['齋藤', '理聖', ' ', ' ']",0,0,9,127,128,78,67,1,3,22,126,129,36,55,0,0,2,122,122,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,126,129,48,55
2025/6/22,春季,オープン戦,,,,,岩瀬日大,筑波大学,97,3,表,1,3,0,0,1,打席完了,イニング継続,試合継続,0,0,0,0,0,0,1,川瀬太揮,左,0,0,0,齋藤理聖,左,35,佐谷慎之助,0,0,0,アウト,投球,17,97.092,124.758,ストレート,凡打死,0,6,フライ,C,91.58727273,111.5181818,0,0,0,0,125,0,0,8,0,6フライ,black,川瀬,60,0,0,0,0,0,0, ,0,1,6,0:00,2,4,0,3,1,4,"['川瀬', '太揮', '60.0', 'L']",CF,8,"['草間', '大斗', ' ', ' ']",2B,4,"['松本', '龍之辰', '42.0', 'R']",SS,6,"['粟野', '瀧汰', ' ', ' ']",LF,7,"['森', '球道', '34.0', 'L']",LF,7,"['飯島', '彗多', ' ', ' ']",SS,6,"['山本', '和希', '91.0', 'R']",3B,5,"['佐谷', '慎之助', ' ', ' ']",C,2,"['加藤', '晴丈', '111.0', 'R']",RF,9,"['土田', '陸翔', ' ', ' ']",CF,8,"['清水', '大賀', '28.0', 'L']",DH,D,"['堤', '勇磨', ' ', ' ']",RF,9,"['石橋', '聡汰', '128.0', 'L']",1B,3,"['植木', '大斗', ' ', ' ']",DH,D,"['佐藤', '大輝', '33.0', 'R']",2B,4,"['袖山', '穣', ' ', ' ']",1B,3,"['星', '勇輝', '39.0', 'R']",2B,4,"['鈴木', '悠馬', ' ', ' ']",3B,5,"['森本', '大介', '44.0', 'L']","['齋藤', '理聖', ' ', ' ']",0,0,9,127,128,78,67,1,3,22,126,129,36,55,0,0,3,123,124,67,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,126,129,50,56
2025/6/22,春季,オープン戦,,,,,岩瀬日大,筑波大学,98,3,表,1,3,0,0,2,打席継続,イニング継続,試合継続,0,0,0,0,0,0,2,松本龍之辰,右,バント,セフティ,0,齋藤理聖,左,36,佐谷慎之助,0,0,0,継続,投球,19,162.864,148.248,カーブ,見逃し,0,0,0,0,0,0,0,0,0,0,108,0,0,6,0,0,black,松本,42,0,0,0,0,0,0, ,0,2,6,0:00,2,4,0,3,1,4,"['川瀬', '太揮', '60.0', 'L']",CF,8,"['草間', '大斗', ' ', ' ']",2B,4,"['松本', '龍之辰', '42.0', 'R']",SS,6,"['粟野', '瀧汰', ' ', ' ']",LF,7,"['森', '球道', '34.0', 'L']",LF,7,"['飯島', '彗多', ' ', ' ']",SS,6,"['山本', '和希', '91.0', 'R']",3B,5,"['佐谷', '慎之助', ' ', ' ']",C,2,"['加藤', '晴丈', '111.0', 'R']",RF,9,"['土田', '陸翔', ' ', ' ']",CF,8,"['清水', '大賀', '28.0', 'L']",DH,D,"['堤', '勇磨', ' ', ' ']",RF,9,"['石橋', '聡汰', '128.0', 'L']",1B,3,"['植木', '大斗', ' ', ' ']",DH,D,"['佐藤', '大輝', '33.0', 'R']",2B,4,"['袖山', '穣', ' ', ' ']",1B,3,"['星', '勇輝', '39.0', 'R']",2B,4,"['鈴木', '悠馬', ' ', ' ']",3B,5,"['森本', '大介', '44.0', 'L']","['齋藤', '理聖', ' ', ' ']",0,0,9,127,128,78,67,1,3,22,126,129,36,55,0,0,4,124,125,75,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,126,129,51,57
2025/6/22,春季,オープン戦,,,,,岩瀬日大,筑波大学,99,3,表,1,3,1,0,2,打席継続,イニング継続,試合継続,0,0,0,0,0,0,2,松本龍之辰,右,0,0,0,齋藤理聖,左,37,佐谷慎之助,0,0,0,継続,投球,19,215.586,226.548,スライダー,ボール,0,0,0,0,0,0,0,0,0,0,117,0,0,6,0,0,black,松本,42,0,0,0,0,0,0, ,0,2,6,0:00,2,4,0,3,1,4,"['川瀬', '太揮', '60.0', 'L']",CF,8,"['草間', '大斗', ' ', ' ']",2B,4,"['松本', '龍之辰', '42.0', 'R']",SS,6,"['粟野', '瀧汰', ' ', ' ']",LF,7,"['森', '球道', '34.0', 'L']",LF,7,"['飯島', '彗多', ' ', ' ']",SS,6,"['山本', '和希', '91.0', 'R']",3B,5,"['佐谷', '慎之助', ' ', ' ']",C,2,"['加藤', '晴丈', '111.0', 'R']",RF,9,"['土田', '陸翔', ' ', ' ']",CF,8,"['清水', '大賀', '28.0', 'L']",DH,D,"['堤', '勇磨', ' ', ' ']",RF,9,"['石橋', '聡汰', '128.0', 'L']",1B,3,"['植木', '大斗', ' ', ' ']",DH,D,"['佐藤', '大輝', '33.0', 'R']",2B,4,"['袖山', '穣', ' ', ' ']",1B,3,"['星', '勇輝', '39.0', 'R']",2B,4,"['鈴木', '悠馬', ' ', ' ']",3B,5,"['森本', '大介', '44.0', 'L']","['齋藤', '理聖', ' ', ' ']",0,0,9,127,128,78,67,1,3,22,126,129,36,55,0,0,5,124,125,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,126,129,50,58
2025/6/22,春季,オープン戦,,,,,岩瀬日大,筑波大学,100,3,表,1,3,1,1,2,打席完了,イニング継続,試合継続,0,0,0,0,0,0,2,松本龍之辰,右,バント,セフティ,0,齋藤理聖,左,38,佐谷慎之助,0,0,0,アウト,投球,19,159.21,168.084,スライダー,ファールフライ,0,2,フライ,C,145.6854545,228.7309091,0,0,0,0,113,0,0,6,0,2邪飛,black,松本,42,0,0,0,0,0,0, ,0,2,6,0:00,2,4,0,3,1,4,"['川瀬', '太揮', '60.0', 'L']",CF,8,"['草間', '大斗', ' ', ' ']",2B,4,"['松本', '龍之辰', '42.0', 'R']",SS,6,"['粟野', '瀧汰', ' ', ' ']",LF,7,"['森', '球道', '34.0', 'L']",LF,7,"['飯島', '彗多', ' ', ' ']",SS,6,"['山本', '和希', '91.0', 'R']",3B,5,"['佐谷', '慎之助', ' ', ' ']",C,2,"['加藤', '晴丈', '111.0', 'R']",RF,9,"['土田', '陸翔', ' ', ' ']",CF,8,"['清水', '大賀', '28.0', 'L']",DH,D,"['堤', '勇磨', ' ', ' ']",RF,9,"['石橋', '聡汰', '128.0', 'L']",1B,3,"['植木', '大斗', ' ', ' ']",DH,D,"['佐藤', '大輝', '33.0', 'R']",2B,4,"['袖山', '穣', ' ', ' ']",1B,3,"['星', '勇輝', '39.0', 'R']",2B,4,"['鈴木', '悠馬', ' ', ' ']",3B,5,"['森本', '大介', '44.0', 'L']","['齋藤', '理聖', ' ', ' ']",0,0,9,127,128,78,67,1,3,22,126,129,36,55,0,0,6,124,125,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,126,129,49,57
2025/6/22,春季,オープン戦,,,,,岩瀬日大,筑波大学,101,3,裏,1,3,0,0,0,打席継続,イニング継続,試合継続,0,0,0,0,0,0,6,堤勇磨,左,0,0,0,森本大介,左,5,0,0,0,0,継続,投球,19,148.77,180.612,ストレート,見逃し,0,0,0,0,0,0,0,0,0,0,134,0,0,9,0,0,black,堤, ,0,0,0,0,0,0,44,0,3,6,0:00,2,4,0,3,1,4,"['川瀬', '太揮', '60.0', 'L']",CF,8,"['草間', '大斗', ' ', ' ']",2B,4,"['松本', '龍之辰', '42.0', 'R']",SS,6,"['粟野', '瀧汰', ' ', ' ']",LF,7,"['森', '球道', '34.0', 'L']",LF,7,"['飯島', '彗多', ' ', ' ']",SS,6,"['山本', '和希', '91.0', 'R']",3B,5,"['佐谷', '慎之助', ' ', ' ']",C,2,"['加藤', '晴丈', '111.0', 'R']",RF,9,"['土田', '陸翔', ' ', ' ']",CF,8,"['清水', '大賀', '28.0', 'L']",DH,D,"['堤', '勇磨', ' ', ' ']",RF,9,"['石橋', '聡汰', '128.0', 'L']",1B,3,"['植木', '大斗', ' ', ' ']",DH,D,"['佐藤', '大輝', '33.0', 'R']",2B,4,"['袖山', '穣', ' ', ' ']",1B,3,"['星', '勇輝', '39.0', 'R']",2B,4,"['鈴木', '悠馬', ' ', ' ']",3B,5,"['森本', '大介', '44.0', 'L']","['齋藤', '理聖', ' ', ' ']",0,0,0,0,0,0,0,1,3,4,132,132,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,132,132,50,100
2025/6/22,春季,オープン戦,,,,,岩瀬日大,筑波大学,102,3,裏,1,3,1,0,0,打席継続,イニング継続,試合継続,0,0,0,0,0,0,6,堤勇磨,左,0,0,0,森本大介,左,6,0,0,0,0,継続,投球,19,105.966,219.24,ストレート,ボール,0,0,0,0,0,0,0,0,0,0,133,0,0,9,0,0,black,堤, ,0,0,0,0,0,0,44,0,3,6,0:00,2,4,0,3,1,4,"['川瀬', '太揮', '60.0', 'L']",CF,8,"['草間', '大斗', ' ', ' ']",2B,4,"['松本', '龍之辰', '42.0', 'R']",SS,6,"['粟野', '瀧汰', ' ', ' ']",LF,7,"['森', '球道', '34.0', 'L']",LF,7,"['飯島', '彗多', ' ', ' ']",SS,6,"['山本', '和希', '91.0', 'R']",3B,5,"['佐谷', '慎之助', ' ', ' ']",C,2,"['加藤', '晴丈', '111.0', 'R']",RF,9,"['土田', '陸翔', ' ', ' ']",CF,8,"['清水', '大賀', '28.0', 'L']",DH,D,"['堤', '勇磨', ' ', ' ']",RF,9,"['石橋', '聡汰', '128.0', 'L']",1B,3,"['植木', '大斗', ' ', ' ']",DH,D,"['佐藤', '大輝', '33.0', 'R']",2B,4,"['袖山', '穣', ' ', ' ']",1B,3,"['星', '勇輝', '39.0', 'R']",2B,4,"['鈴木', '悠馬', ' ', ' ']",3B,5,"['森本', '大介', '44.0', 'L']","['齋藤', '理聖', ' ', ' ']",0,0,0,0,0,0,0,1,3,4,132,132,50,100,0,0,1,134,134,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,132,134,60,100
2025/6/22,春季,オープン戦,,,,,岩瀬日大,筑波大学,103,3,裏,1,3,1,1,0,打席継続,イニング継続,試合継続,0,0,0,0,0,0,6,堤勇磨,左,0,0,0,森本大介,左,7,0,0,0,0,継続,投球,19,173.304,99.18,ストレート,ファール,0,0,0,0,219.24,162.7690909,0,0,0,0,130,0,0,9,0,0,black,堤, ,0,0,0,0,0,0,44,ファール,3,6,0:00,2,4,0,3,1,4,"['川瀬', '太揮', '60.0', 'L']",CF,8,"['草間', '大斗', ' ', ' ']",2B,4,"['松本', '龍之辰', '42.0', 'R']",SS,6,"['粟野', '瀧汰', ' ', ' ']",LF,7,"['森', '球道', '34.0', 'L']",LF,7,"['飯島', '彗多', ' ', ' ']",SS,6,"['山本', '和希', '91.0', 'R']",3B,5,"['佐谷', '慎之助', ' ', ' ']",C,2,"['加藤', '晴丈', '111.0', 'R']",RF,9,"['土田', '陸翔', ' ', ' ']",CF,8,"['清水', '大賀', '28.0', 'L']",DH,D,"['堤', '勇磨', ' ', ' ']",RF,9,"['石橋', '聡汰', '128.0', 'L']",1B,3,"['植木', '大斗', ' ', ' ']",DH,D,"['佐藤', '大輝', '33.0', 'R']",2B,4,"['袖山', '穣', ' ', ' ']",1B,3,"['星', '勇輝', '39.0', 'R']",2B,4,"['鈴木', '悠馬', ' ', ' ']",3B,5,"['森本', '大介', '44.0', 'L']","['齋藤', '理聖', ' ', ' ']",0,0,0,0,0,0,0,1,3,4,132,132,50,100,0,0,2,134,134,100,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,132,134,67,83
2025/6/22,春季,オープン戦,,,,,岩瀬日大,筑波大学,104,3,裏,1,3,2,1,0,打席継続,イニング継続,試合継続,0,0,0,0,0,0,6,堤勇磨,左,0,0,0,森本大介,左,8,0,0,0,0,継続,投球,8,151.38,93.438,ストレート,ファール,0,0,0,0,97.75636364,204.5290909,0,0,0,0,131,0,0,9,0,0,black,堤, ,0,0,0,0,0,0,44,ファール,3,6,0:00,2,4,0,3,1,4,"['川瀬', '太揮', '60.0', 'L']",CF,8,"['草間', '大斗', ' ', ' ']",2B,4,"['松本', '龍之辰', '42.0', 'R']",SS,6,"['粟野', '瀧汰', ' ', ' ']",LF,7,"['森', '球道', '34.0', 'L']",LF,7,"['飯島', '彗多', ' ', ' ']",SS,6,"['山本', '和希', '91.0', 'R']",3B,5,"['佐谷', '慎之助', ' ', ' ']",C,2,"['加藤', '晴丈', '111.0', 'R']",RF,9,"['土田', '陸翔', ' ', ' ']",CF,8,"['清水', '大賀', '28.0', 'L']",DH,D,"['堤', '勇磨', ' ', ' ']",RF,9,"['石橋', '聡汰', '128.0', 'L']",1B,3,"['植木', '大斗', ' ', ' ']",DH,D,"['佐藤', '大輝', '33.0', 'R']",2B,4,"['袖山', '穣', ' ', ' ']",1B,3,"['星', '勇輝', '39.0', 'R']",2B,4,"['鈴木', '悠馬', ' ', ' ']",3B,5,"['森本', '大介', '44.0', 'L']","['齋藤', '理聖', ' ', ' ']",0,0,0,0,0,0,0,1,3,4,132,132,50,100,0,0,3,132,134,100,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,132,134,71,86
